PlayerFirstName,PlayerLastName,TeamShortName,GP,Poss,Time,PPP,PPG,FGM,FGA,FG,aFG,FT,TO,SF,FGmG,Score
Dwayne,Bacon,Charlotte,44,4,2.7586200237274,1.0,0.090909090909091,1,3,33.333333333333,33.333333333333,25.0,0.0,0.0,0.045454545454545,50.0
Daniel,Theis,Boston,62,3,0.94043898582458,0.66666698455811,0.032258064516129,1,1,100.0,100.0,0.0,66.666666666667,0.0,0.0,33.333333333333
Cristiano,Felicio,Chicago,41,8,4.5714302062988,0.5,0.097560975609756,2,6,33.333333333333,33.333333333333,0.0,25.0,0.0,0.097560975609756,25.0
Chandler,Parsons,Memphis,31,8,3.2388699054718,0.875,0.2258064516129,3,7,42.857142857143,50.0,0.0,12.5,0.0,0.12903225806452,37.5
Clint,Capela,Houston,61,20,2.6702299118042,0.5,0.16393442622951,4,12,33.333333333333,33.333333333333,15.0,25.0,10.0,0.13114754098361,25.0
Denzel,Valentine,Chicago,67,20,2.8368799686432,0.69999998807907,0.2089552238806,6,16,37.5,43.75,0.0,20.0,0.0,0.14925373134328,30.0
Stanley,Johnson,Detroit,54,32,5.8394198417664,0.59375,0.35185185185185,6,25,24.0,24.0,15.625,9.375,15.625,0.35185185185185,31.25
Josh,Hart,LALakers,55,6,1.724140048027,0.66666698455811,0.072727272727273,1,5,20.0,20.0,16.666666666667,0.0,16.666666666667,0.072727272727273,33.333333333333
Bobby,Brown,Houston,7,5,13.888899803162,1.0,0.71428571428571,2,5,40.0,50.0,0.0,0.0,0.0,0.42857142857143,40.0
Norman,Powell,Toronto,58,6,1.5228400230408,1.1666699647903,0.12068965517241,3,5,60.0,70.0,16.666666666667,16.666666666667,16.666666666667,0.03448275862069,50.0
Frank,Ntilikina,NewYork,65,26,4.9713201522827,0.57692301273346,0.23076923076923,4,21,19.047619047619,21.428571428571,11.538461538462,7.6923076923077,11.538461538462,0.26153846153846,26.923076923077
Bogdan,Bogdanovic,Sacramento,66,43,5.4568500518799,0.97674399614334,0.63636363636364,14,35,40.0,48.571428571429,11.627906976744,6.9767441860465,4.6511627906977,0.31818181818182,44.186046511628
Nerlens,Noel,Dallas,25,3,2.7026998996735,0.66666698455811,0.08,1,2,50.0,50.0,0.0,33.333333333333,0.0,0.04,33.333333333333
Lou,Williams,LAClippers,65,121,8.2369003295898,1.0413199663162,1.9384615384615,38,87,43.67816091954,50.574712643678,17.355371900826,11.570247933884,14.876033057851,0.75384615384615,47.933884297521
Greg,Monroe,Milwaukee,5,2,4.8780498504639,1.0,0.4,1,1,100.0,100.0,0.0,50.0,0.0,0.0,50.0
Shane,Larkin,Boston,42,20,11.494299888611,0.80000001192093,0.38095238095238,5,16,31.25,31.25,15.0,5.0,15.0,0.26190476190476,40.0
Isaiah,Taylor,Atlanta,53,22,6.3953499794006,0.8636360168457,0.35849056603774,9,19,47.368421052632,47.368421052632,4.5454545454545,9.0909090909091,4.5454545454545,0.18867924528302,45.454545454545
Pascal,Siakam,Toronto,66,19,4.0339698791504,1.0,0.28787878787879,7,15,46.666666666667,46.666666666667,21.052631578947,10.526315789474,21.052631578947,0.12121212121212,47.368421052632
Jarell,Martin,Memphis,62,20,3.9215700626373,0.80000001192093,0.25806451612903,7,17,41.176470588235,41.176470588235,5.0,10.0,5.0,0.16129032258065,40.0
T.J.,McConnell,Philadelphia,60,21,4.4210500717163,0.76190501451492,0.26666666666667,8,18,44.444444444444,44.444444444444,0.0,14.285714285714,0.0,0.16666666666667,38.095238095238
Sean,Kilpatrick,Brooklyn,16,9,8.1818199157715,1.1111099720001,0.625,3,7,42.857142857143,57.142857142857,11.111111111111,11.111111111111,11.111111111111,0.25,44.444444444444
Jon,Leuer,Detroit,8,2,4.08163022995,0.0,0.0,0,1,0.0,0.0,0.0,50.0,0.0,0.125,0.0
Kyle,Lowry,Toronto,64,65,6.4102602005005,1.1076899766922,1.125,20,48,41.666666666667,54.166666666667,18.461538461538,10.769230769231,18.461538461538,0.4375,46.153846153846
Michael,Beasley,NewYork,61,175,21.847700119019,0.94285702705383,2.7049180327869,67,144,46.527777777778,47.222222222222,12.571428571429,9.1428571428571,12.0,1.2622950819672,46.857142857143
Jae,Crowder,Cleveland,53,9,1.9607800245285,0.0,0.0,0,8,0.0,0.0,0.0,11.111111111111,0.0,0.15094339622642,0.0
Jonathan,Isaac,Orlando,23,5,3.5211300849915,0.40000000596046,0.08695652173913,1,4,25.0,25.0,0.0,20.0,0.0,0.1304347826087,20.0
Jarrett,Jack,NewYork,57,31,5.5755400657654,0.64516097307205,0.35087719298246,7,27,25.925925925926,29.62962962963,6.4516129032258,6.4516129032258,6.4516129032258,0.35087719298246,29.032258064516
Alec,Burks,Utah,58,59,11.614199638367,0.81355899572372,0.82758620689655,18,49,36.734693877551,44.897959183673,5.0847457627119,15.254237288136,5.0847457627119,0.53448275862069,32.203389830508
Mario,Chalmers,Memphis,56,36,6.5813498497009,0.88888901472092,0.57142857142857,8,26,30.769230769231,32.692307692308,22.222222222222,8.3333333333333,19.444444444444,0.32142857142857,41.666666666667
Kenneth,Faried,Denver,32,6,3.0612199306488,1.6666699647903,0.3125,5,6,83.333333333333,83.333333333333,0.0,0.0,0.0,0.03125,83.333333333333
Tim,Frazier,Washington,52,18,7.9646000862122,1.2222199440002,0.42307692307692,6,13,46.153846153846,53.846153846154,27.777777777778,5.5555555555556,22.222222222222,0.13461538461538,55.555555555556
Andrew,Harrison,Memphis,52,55,10.556599617004,0.74545502662659,0.78846153846154,14,44,31.818181818182,32.954545454545,14.545454545455,9.0909090909091,14.545454545455,0.57692307692308,36.363636363636
Johnny,O'Bryant III,Charlotte,36,12,6.1538500785828,0.83333301544189,0.27777777777778,5,12,41.666666666667,41.666666666667,0.0,0.0,0.0,0.19444444444444,41.666666666667
Shaun,Livingston,GoldenState,60,28,8.092490196228,1.03570997715,0.48333333333333,11,24,45.833333333333,45.833333333333,14.285714285714,0.0,14.285714285714,0.21666666666667,53.571428571429
Marquese,Chriss,Phoenix,61,17,3.3596799373627,0.64705902338028,0.18032786885246,4,12,33.333333333333,33.333333333333,11.764705882353,17.647058823529,11.764705882353,0.13114754098361,35.294117647059
Danny,Green,SanAntonio,56,10,1.91938996315,1.1000000238419,0.19642857142857,5,10,50.0,50.0,10.0,0.0,10.0,0.089285714285714,50.0
Luc,Mbah a Moute,Houston,50,11,2.917769908905,1.4545500278473,0.32,5,5,100.0,100.0,36.363636363636,36.363636363636,36.363636363636,0.0,63.636363636364
Patrick,McCaw,GoldenState,50,4,1.8604700565338,0.5,0.04,1,3,33.333333333333,33.333333333333,0.0,25.0,0.0,0.04,25.0
Manu,Ginobili,SanAntonio,52,18,3.5643599033356,0.72222197055817,0.25,5,17,29.411764705882,35.294117647059,5.5555555555556,5.5555555555556,5.5555555555556,0.23076923076923,27.777777777778
Dirk,Nowitzki,Dallas,67,26,3.4666700363159,0.76923102140427,0.29850746268657,9,25,36.0,36.0,3.8461538461538,0.0,0.0,0.23880597014925,38.461538461538
Jameer,Nelson,Detroit,7,5,9.8039197921753,0.40000000596046,0.28571428571429,1,4,25.0,25.0,0.0,20.0,0.0,0.42857142857143,20.0
Darius,Miller,NewOrleans,67,15,3.2608699798584,0.53333300352097,0.11940298507463,4,13,30.769230769231,30.769230769231,0.0,13.333333333333,0.0,0.13432835820896,26.666666666667
Kentavious,Caldwell-Pope,LALakers,60,25,3.1525900363922,0.95999997854233,0.4,8,23,34.782608695652,39.130434782609,16.0,0.0,16.0,0.25,40.0
Trevor,Booker,Philadelphia,33,1,0.68965500593185,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.03030303030303,0.0
John,Collins,Atlanta,62,11,1.8333300352097,0.72727298736572,0.12903225806452,4,11,36.363636363636,36.363636363636,0.0,0.0,0.0,0.11290322580645,36.363636363636
Ian,Clark,NewOrleans,61,7,1.6241300106049,0.0,0.0,0,7,0.0,0.0,0.0,0.0,0.0,0.11475409836066,0.0
Iman,Shumpert,Cleveland,14,18,22.784799575806,1.0,1.2857142857143,7,14,50.0,57.142857142857,11.111111111111,11.111111111111,5.5555555555556,0.5,50.0
Jerryd,Bayless,Philadelphia,40,15,4.5731701850891,0.60000002384186,0.225,4,12,33.333333333333,37.5,0.0,20.0,0.0,0.2,26.666666666667
Patrick,Beverly,LAClippers,11,10,6.5789499282837,1.1000000238419,1.0,5,9,55.555555555556,61.111111111111,0.0,10.0,0.0,0.36363636363636,50.0
Alex,Len,Phoenix,59,9,2.0179400444031,1.1111099720001,0.16949152542373,4,6,66.666666666667,66.666666666667,11.111111111111,22.222222222222,0.0,0.033898305084746,55.555555555556
DJ,Augustin,Orlando,62,34,5.802050113678,0.94117599725723,0.51612903225806,11,28,39.285714285714,46.428571428571,8.8235294117647,8.8235294117647,8.8235294117647,0.2741935483871,41.176470588235
Goran,Dragic,Miami,64,64,5.4700899124146,0.875,0.875,18,51,35.294117647059,41.176470588235,12.5,9.375,6.25,0.515625,39.0625
Jeff,Green,Cleveland,64,50,7.8247299194336,0.77999997138977,0.609375,15,45,33.333333333333,34.444444444444,12.0,2.0,12.0,0.46875,38.0
Andre,Drummond,Detroit,65,93,8.9595403671265,0.69892501831055,1.0,22,62,35.483870967742,35.483870967742,21.505376344086,12.903225806452,20.430107526882,0.61538461538462,39.784946236559
Lauri,Markkanen,Chicago,60,22,2.483069896698,0.54545497894287,0.2,6,18,33.333333333333,33.333333333333,0.0,18.181818181818,0.0,0.2,27.272727272727
Al,Jefferson,Indiana,30,2,1.0695199966431,1.0,0.066666666666667,1,2,50.0,50.0,0.0,0.0,0.0,0.033333333333333,50.0
Mason,Plumlee,Denver,60,18,3.7190101146698,0.66666698455811,0.2,5,13,38.461538461538,38.461538461538,22.222222222222,11.111111111111,22.222222222222,0.13333333333333,33.333333333333
Raul,Neto,Utah,39,13,6.7010297775269,0.38461500406265,0.12820512820513,2,11,18.181818181818,18.181818181818,7.6923076923077,15.384615384615,7.6923076923077,0.23076923076923,15.384615384615
Shelvin,Mack,Orlando,56,29,7.25,0.72413802146912,0.375,6,22,27.272727272727,27.272727272727,20.689655172414,6.8965517241379,20.689655172414,0.28571428571429,37.931034482759
Jamal,Murray,Denver,67,111,10.471699714661,0.81981998682022,1.3582089552239,35,97,36.082474226804,40.20618556701,7.2072072072072,7.2072072072072,7.2072072072072,0.92537313432836,36.936936936937
Mike,Conley,Memphis,12,32,15.094300270081,0.71875,1.9166666666667,7,24,29.166666666667,33.333333333333,15.625,12.5,12.5,1.4166666666667,34.375
Jahil,Okafor,Philadelphia,2,1,7.1428599357605,1.0,0.5,0,0,0.0,0.0,100.0,0.0,100.0,0.0,100.0
Joffrey,Lauvergne,SanAntonio,47,4,1.7391300201416,0.75,0.063829787234043,1,2,50.0,50.0,25.0,25.0,25.0,0.021276595744681,50.0
Frank,Mason,Sacramento,41,39,10.263199806213,0.87179499864578,0.82926829268293,12,30,40.0,40.0,17.948717948718,7.6923076923077,17.948717948718,0.4390243902439,46.153846153846
Tim,Hardaway Jr.,NewYork,47,44,5.288459777832,0.8636360168457,0.80851063829787,15,40,37.5,43.75,4.5454545454545,6.8181818181818,2.2727272727273,0.53191489361702,36.363636363636
Marreese,Speights,Orlando,49,16,4.1450800895691,0.8125,0.26530612244898,3,11,27.272727272727,31.818181818182,25.0,12.5,12.5,0.16326530612245,37.5
Tony,Snell,Milwaukee,61,12,2.9776699542999,0.25,0.049180327868852,1,8,12.5,12.5,8.3333333333333,25.0,8.3333333333333,0.11475409836066,16.666666666667
JJ,Redick,Philadelphia,55,7,0.85995101928711,0.0,0.0,0,6,0.0,0.0,0.0,14.285714285714,0.0,0.10909090909091,0.0
Serge,Ibaka,Toronto,62,40,5.3547501564026,1.0750000476837,0.69354838709677,19,37,51.351351351351,52.702702702703,10.0,2.5,7.5,0.29032258064516,52.5
Fred,VanVleet,Toronto,64,41,7.4410200119019,0.82926797866821,0.53125,13,36,36.111111111111,41.666666666667,4.8780487804878,7.3170731707317,2.4390243902439,0.359375,36.585365853659
Justin,Anderson,Philadelphia,28,6,3.7974700927734,0.5,0.10714285714286,1,6,16.666666666667,25.0,0.0,0.0,0.0,0.17857142857143,16.666666666667
Kyle ,Anderson,SanAntonio,60,39,7.6171898841858,0.94871801137924,0.61666666666667,14,27,51.851851851852,51.851851851852,20.512820512821,12.820512820513,15.384615384615,0.21666666666667,48.717948717949
Zaza,Pachulia,GoldenState,57,3,0.92307698726654,0.33333298563957,0.017543859649123,0,2,0.0,0.0,33.333333333333,0.0,0.0,0.035087719298246,33.333333333333
Nikola,Jokic,Denver,61,38,3.678610086441,1.2368400096893,0.77049180327869,15,27,55.555555555556,64.814814814815,18.421052631579,13.157894736842,7.8947368421053,0.19672131147541,55.263157894737
Emmanuel,Mudiay,NewYork,12,14,8.2840204238892,0.28571400046349,0.33333333333333,2,11,18.181818181818,18.181818181818,7.1428571428571,21.428571428571,7.1428571428571,0.75,14.285714285714
Trevor,Ariza,Houston,54,14,2.3489899635315,0.57142901420593,0.14814814814815,3,11,27.272727272727,31.818181818182,7.1428571428571,14.285714285714,7.1428571428571,0.14814814814815,28.571428571429
Kay,Felder,Chicago,13,8,9.3023300170898,0.625,0.38461538461538,2,5,40.0,40.0,12.5,25.0,12.5,0.23076923076923,37.5
Tyreke,Evans,Memphis,49,134,14.120100021362,1.0149300098419,2.7755102040816,49,117,41.880341880342,48.717948717949,10.44776119403,5.2238805970149,10.44776119403,1.3877551020408,44.029850746269
Russell,Westbrook,OklahomaCity,68,350,17.939500808716,0.84571397304535,4.3529411764706,110,293,37.542662116041,41.467576791809,12.0,6.8571428571429,11.142857142857,2.6911764705882,40.0
Tyler,Ulis,Phoenix,58,42,7.8947401046753,0.61904799938202,0.44827586206897,7,32,21.875,23.4375,16.666666666667,9.5238095238095,16.666666666667,0.43103448275862,30.952380952381
Wesley,Matthews,Dallas,63,56,6.8126502037048,0.6428570151329,0.57142857142857,13,44,29.545454545455,34.090909090909,7.1428571428571,14.285714285714,7.1428571428571,0.49206349206349,30.357142857143
Luke,Kennard,Detroit,58,6,1.4925400018692,1.1666699647903,0.12068965517241,3,6,50.0,58.333333333333,0.0,0.0,0.0,0.051724137931034,50.0
Robert,Covington,Philadelphia,64,4,0.48250898718834,1.0,0.0625,2,3,66.666666666667,66.666666666667,0.0,25.0,0.0,0.015625,50.0
Thaddeus,Young,Indiana,67,50,6.0386500358582,0.89999997615814,0.67164179104478,21,46,45.652173913043,48.913043478261,0.0,8.0,0.0,0.37313432835821,42.0
Brook,Lopez,LALakers,60,18,2.3406999111176,1.2777800559998,0.38333333333333,9,15,60.0,63.333333333333,16.666666666667,5.5555555555556,11.111111111111,0.1,61.111111111111
John,Henson,Milwaukee,63,4,0.73664802312851,1.5,0.095238095238095,3,4,75.0,75.0,0.0,0.0,0.0,0.015873015873016,75.0
T.J.,Leaf,Indiana,23,5,6.25,1.2000000476837,0.26086956521739,2,3,66.666666666667,66.666666666667,40.0,20.0,40.0,0.043478260869565,60.0
CJ,McCollum,Portland,66,182,12.771900177002,1.0,2.7575757575758,65,148,43.918918918919,48.310810810811,12.087912087912,8.2417582417582,11.538461538462,1.2575757575758,46.153846153846
Dario,Saric,Philadelphia,65,33,3.4482800960541,1.0303000211716,0.52307692307692,14,30,46.666666666667,46.666666666667,12.121212121212,3.030303030303,12.121212121212,0.24615384615385,48.484848484848
Shabazz,Muhammad,Minnesota,28,20,15.748000144958,0.64999997615814,0.46428571428571,5,17,29.411764705882,29.411764705882,15.0,0.0,15.0,0.42857142857143,40.0
Mike,James,Phoenix,32,46,11.528800010681,1.0,1.4375,10,33,30.30303030303,36.363636363636,30.434782608696,2.1739130434783,30.434782608696,0.71875,47.826086956522
Frank,Kaminsky,Charlotte,65,50,6.9637899398804,0.69999998807907,0.53846153846154,13,44,29.545454545455,29.545454545455,12.0,6.0,12.0,0.47692307692308,32.0
Ricky,Rubio,Utah,64,45,4.787230014801,1.0222200155258,0.71875,15,34,44.117647058824,48.529411764706,20.0,11.111111111111,20.0,0.296875,46.666666666667
Kent ,Bazemore,Atlanta,65,48,5.2516398429871,0.6875,0.50769230769231,7,32,21.875,23.4375,20.833333333333,12.5,18.75,0.38461538461538,35.416666666667
Malcom,Delaney,Atlanta,54,38,9.6938800811768,0.89473700523376,0.62962962962963,13,36,36.111111111111,40.277777777778,10.526315789474,0.0,7.8947368421053,0.42592592592593,39.473684210526
Maurice ,Harkless,Portland,53,13,4.2483701705933,0.1538459956646,0.037735849056604,1,11,9.0909090909091,9.0909090909091,0.0,15.384615384615,0.0,0.18867924528302,7.6923076923077
Rondae,Hollis-Jefferson,Brooklyn,54,78,9.9489803314209,0.83333301544189,1.2037037037037,28,65,43.076923076923,43.076923076923,7.6923076923077,8.974358974359,7.6923076923077,0.68518518518519,43.589743589744
Evan,Fournier,Orlando,57,38,3.9134900569916,1.0,0.66666666666667,13,28,46.428571428571,50.0,13.157894736842,13.157894736842,7.8947368421053,0.26315789473684,47.368421052632
Mario,Hezonja,Orlando,62,39,6.9026498794556,0.76923102140427,0.48387096774194,11,34,32.352941176471,39.705882352941,7.6923076923077,5.1282051282051,7.6923076923077,0.37096774193548,33.333333333333
Kelly,Oubre Jr.,Washington,68,27,3.3623900413513,0.77777802944183,0.30882352941176,6,22,27.272727272727,29.545454545455,14.814814814815,3.7037037037037,14.814814814815,0.23529411764706,37.037037037037
Joe ,Ingles,Utah,68,41,5.5858302116394,0.95121902227402,0.57352941176471,15,32,46.875,51.5625,9.7560975609756,17.073170731707,9.7560975609756,0.25,41.463414634146
Zach,Randolph,Sacramento,58,98,10.828700065613,1.0306099653244,1.7413793103448,44,87,50.574712643678,50.574712643678,9.1836734693878,5.1020408163265,9.1836734693878,0.74137931034483,51.020408163265
Garrett,Temple,Sacramento,62,35,6.2056698799133,1.0857100486755,0.61290322580645,12,26,46.153846153846,53.846153846154,20.0,8.5714285714286,17.142857142857,0.2258064516129,51.428571428571
Vince,Carter,Sacramento,47,8,2.9629600048065,0.5,0.085106382978723,2,8,25.0,25.0,0.0,0.0,0.0,0.12765957446809,25.0
Kyle,Kuzma,LALakers,66,64,6.124400138855,1.15625,1.1212121212121,26,54,48.148148148148,56.481481481481,10.9375,6.25,10.9375,0.42424242424242,50.0
J.J.,Barea,Dallas,63,63,7.8651700019836,0.65079402923584,0.65079365079365,16,54,29.62962962963,33.333333333333,7.9365079365079,7.9365079365079,6.3492063492063,0.6031746031746,30.15873015873
Matthew,Dellavedova,Milwaukee,37,8,3.9215700626373,0.875,0.18918918918919,2,6,33.333333333333,41.666666666667,12.5,12.5,12.5,0.10810810810811,37.5
Bradley,Beal,Washington,69,214,13.527199745178,0.88784998655319,2.7536231884058,77,175,44.0,46.857142857143,9.3457943925234,11.214953271028,9.3457943925234,1.4202898550725,42.990654205607
Tobias,Harris,LAClippers,16,39,13.087200164795,0.9743589758873,2.375,16,34,47.058823529412,51.470588235294,7.6923076923077,7.6923076923077,7.6923076923077,1.125,46.153846153846
Jamal,Crawford,Minnesota,67,140,19.525800704956,0.86428600549698,1.8059701492537,47,125,37.6,40.4,7.8571428571429,4.2857142857143,7.8571428571429,1.1641791044776,40.0
Reggie,Jackson,Detroit,33,67,12.737600326538,0.80597001314163,1.6363636363636,19,55,34.545454545455,40.0,13.432835820896,5.9701492537313,13.432835820896,1.0909090909091,37.313432835821
Justin,Holiday,Chicago,59,13,1.6393400430679,1.1538499593735,0.25423728813559,5,10,50.0,55.0,15.384615384615,7.6923076923077,7.6923076923077,0.084745762711864,53.846153846154
Carmelo,Anthony,OklahomaCity,66,228,19.256799697876,0.9298250079155,3.2121212121212,83,196,42.34693877551,44.387755102041,12.719298245614,4.3859649122807,12.280701754386,1.7121212121212,45.175438596491
Paul,Zipser,Chicago,49,21,8.3999996185303,0.71428602933884,0.30612244897959,7,16,43.75,43.75,4.7619047619048,19.047619047619,4.7619047619048,0.18367346938776,38.095238095238
Delon,Wright,Toronto,54,24,5.5172400474548,1.0416699647903,0.46296296296296,9,19,47.368421052632,55.263157894737,12.5,8.3333333333333,12.5,0.18518518518519,50.0
Raymond,Felton,OklahomaCity,70,52,9.335729598999,0.73076897859573,0.54285714285714,17,44,38.636363636364,43.181818181818,0.0,13.461538461538,1.9230769230769,0.38571428571429,32.692307692308
Kristaps,Porzingis,NewYork,49,91,8.2577104568481,0.70329701900482,1.3061224489796,27,75,36.0,38.0,6.5934065934066,12.087912087912,6.5934065934066,0.97959183673469,34.065934065934
Blake,Griffin,Detroit,18,52,13.197999954224,0.84615397453308,2.4444444444444,16,46,34.782608695652,40.217391304348,9.6153846153846,1.9230769230769,5.7692307692308,1.6666666666667,38.461538461538
Brandon,Ingram,LALakers,57,142,14.115300178528,0.80281698703766,2.0,42,109,38.532110091743,38.532110091743,14.788732394366,9.8591549295775,13.380281690141,1.1754385964912,40.845070422535
Robin,Lopez,Chicago,60,10,1.3280199766159,1.0,0.16666666666667,5,10,50.0,50.0,0.0,0.0,0.0,0.083333333333333,50.0
CJ,Miles,Toronto,57,5,0.94161999225616,0.0,0.0,0,4,0.0,0.0,0.0,20.0,0.0,0.070175438596491,0.0
Enes,Kanter,NewYork,63,13,1.6009900569916,0.76923102140427,0.15873015873016,5,11,45.454545454545,45.454545454545,0.0,15.384615384615,0.0,0.095238095238095,38.461538461538
Lance,Thomas,NewYork,64,10,3.5335700511932,0.20000000298023,0.03125,1,9,11.111111111111,11.111111111111,0.0,10.0,0.0,0.125,10.0
Jerami,Grant,OklahomaCity,69,23,4.3478298187256,0.91304302215576,0.30434782608696,7,15,46.666666666667,50.0,21.739130434783,13.04347826087,21.739130434783,0.11594202898551,47.826086956522
Danilo,Gallinari,LAClippers,19,45,15.100700378418,0.88888901472092,2.1052631578947,13,35,37.142857142857,40.0,13.333333333333,8.8888888888889,13.333333333333,1.1578947368421,42.222222222222
Lonzo,Ball,LALakers,46,27,4.1860499382019,0.62963002920151,0.3695652173913,7,23,30.434782608696,36.95652173913,7.4074074074074,7.4074074074074,7.4074074074074,0.34782608695652,25.925925925926
Austin,Rivers,LAClippers,46,164,22.013399124146,1.0243899822235,3.6521739130435,61,145,42.068965517241,50.689655172414,9.7560975609756,4.2682926829268,8.5365853658537,1.8260869565217,44.512195121951
Jordan,Clarkson,Cleveland,13,13,8.0246896743774,0.46153798699379,0.46153846153846,3,12,25.0,25.0,0.0,7.6923076923077,0.0,0.69230769230769,23.076923076923
Julius,Randle,LALakers,68,81,7.788459777832,0.82716000080109,0.98529411764706,26,55,47.272727272727,47.272727272727,13.58024691358,18.518518518519,13.58024691358,0.42647058823529,44.444444444444
Courtney,Lee,NewYork,66,60,7.5376901626587,0.86666697263718,0.78787878787879,16,50,32.0,41.0,10.0,6.6666666666667,10.0,0.51515151515152,36.666666666667
Jerian,Grant,Chicago,60,53,10.114500045776,0.66037702560425,0.58333333333333,16,47,34.042553191489,35.106382978723,5.6603773584906,9.4339622641509,5.6603773584906,0.51666666666667,30.188679245283
Paul,George,OklahomaCity,67,180,12.413800239563,0.86111098527908,2.3134328358209,55,144,38.194444444444,43.055555555556,13.333333333333,10.0,11.111111111111,1.3283582089552,40.0
DeMar,DeRozan,Toronto,67,194,12.581100463867,0.99484497308731,2.8805970149254,69,160,43.125,45.0,16.494845360825,5.1546391752577,15.463917525773,1.3582089552239,47.422680412371
Buddy,Hield,Sacramento,67,48,5.5172400474548,0.79166698455811,0.56716417910448,16,45,35.555555555556,42.222222222222,0.0,6.25,0.0,0.43283582089552,33.333333333333
DeMarcus,Cousins,NewOrleans,48,162,12.6859998703,0.783950984478,2.6458333333333,46,116,39.655172413793,41.379310344828,16.049382716049,16.666666666667,14.814814814815,1.4583333333333,39.506172839506
John,Wall,Washington,37,196,23.50119972229,0.92346900701523,4.8918918918919,63,147,42.857142857143,44.21768707483,19.897959183673,8.6734693877551,17.857142857143,2.2702702702703,47.959183673469
Dennis,Schroder,Atlanta,63,201,15.022399902344,1.0497499704361,3.3492063492063,77,163,47.239263803681,50.920245398773,14.427860696517,7.4626865671642,13.432835820896,1.3650793650794,49.253731343284
Giannis,Antetokounmpo,Milwaukee,64,231,14.076800346375,0.87013000249863,3.140625,79,193,40.932642487047,41.19170984456,14.285714285714,7.7922077922078,13.419913419913,1.78125,41.991341991342
Dennis,Smith Jr.,Dallas,59,213,19.346000671387,0.80751198530197,2.9152542372881,65,176,36.931818181818,40.625,10.328638497653,8.9201877934272,8.9201877934272,1.8813559322034,38.028169014085
Darren,Collison,Indiana,54,44,6.9952301979065,1.0454499721527,0.85185185185185,19,41,46.341463414634,47.560975609756,9.0909090909091,0.0,9.0909090909091,0.40740740740741,50.0
Kemba,Walker,Charlotte,66,90,6.2026200294495,0.71111100912094,0.96969696969697,28,85,32.941176470588,34.705882352941,4.4444444444444,2.2222222222222,3.3333333333333,0.86363636363636,34.444444444444
Dion,Waiters,Miami,30,89,17.348899841309,0.79775297641754,2.3666666666667,23,68,33.823529411765,38.235294117647,14.606741573034,10.112359550562,12.359550561798,1.5,39.325842696629
Ben,Simmons,Philadelphia,65,109,9.1905603408813,0.889908015728,1.4923076923077,40,79,50.632911392405,50.632911392405,13.761467889908,15.596330275229,10.091743119266,0.6,47.706422018349
Andrew ,Wiggins,Minnesota,69,119,8.900520324707,0.68907600641251,1.1884057971014,31,99,31.313131313131,33.838383838384,10.084033613445,6.7226890756303,8.4033613445378,0.98550724637681,34.453781512605
Rodney,Hood,Cleveland,11,7,5.98291015625,1.0,0.63636363636364,3,7,42.857142857143,50.0,0.0,0.0,0.0,0.36363636363636,42.857142857143
Paul,Millsap,Denver,24,31,8.6834697723389,0.74193501472473,0.95833333333333,10,26,38.461538461538,38.461538461538,6.4516129032258,9.6774193548387,6.4516129032258,0.66666666666667,38.709677419355
Eric,Bledsoe,Phoenix,3,7,12.5,1.1428600549698,2.6666666666667,3,7,42.857142857143,57.142857142857,0.0,0.0,0.0,1.3333333333333,42.857142857143
Kelly,Olynyk,Miami,63,25,3.6127200126648,0.83999997377396,0.33333333333333,7,20,35.0,37.5,16.0,12.0,16.0,0.20634920634921,36.0
Nikola,Vucevic,Orlando,46,23,2.8642599582672,0.8695650100708,0.43478260869565,9,17,52.941176470588,52.941176470588,4.3478260869565,21.739130434783,4.3478260869565,0.17391304347826,43.478260869565
James,Johnson,Miami,61,92,13.690500259399,0.94565200805664,1.4262295081967,37,79,46.835443037975,48.73417721519,10.869565217391,9.7826086956522,10.869565217391,0.68852459016393,44.565217391304
Justise,Winslow,Miami,55,18,3.8626599311829,0.66666698455811,0.21818181818182,6,16,37.5,37.5,0.0,11.111111111111,0.0,0.18181818181818,33.333333333333
Bojan,Bogdanovic,Indiana,66,31,3.6215000152588,0.54838699102402,0.25757575757576,5,24,20.833333333333,20.833333333333,12.903225806452,9.6774193548387,9.6774193548387,0.28787878787879,29.032258064516
Caris,LeVert,Brooklyn,58,80,10.165200233459,0.875,1.2068965517241,26,61,42.622950819672,43.44262295082,17.5,11.25,16.25,0.60344827586207,45.0
Dwight,Howard,Charlotte,68,45,3.9577798843384,0.84444397687912,0.55882352941176,13,29,44.827586206897,44.827586206897,26.666666666667,13.333333333333,24.444444444444,0.23529411764706,46.666666666667
Avery,Bradley,LAClippers,6,1,1.5625,2.0,0.33333333333333,1,1,100.0,100.0,0.0,0.0,0.0,0.0,100.0
Markelle,Fultz,Philadelphia,4,2,5.128210067749,2.0,1.0,2,2,100.0,100.0,0.0,0.0,0.0,0.0,100.0
Otto,Porter Jr.,Washington,65,34,3.8901600837708,0.64705902338028,0.33846153846154,8,30,26.666666666667,28.333333333333,11.764705882353,2.9411764705882,11.764705882353,0.33846153846154,32.352941176471
